session_id,gps_date,gps_time,latitude,longitude,velocity,course,satellites_in_view,satellites_used,hdop
20260609_190003,6/9/2026,02:49.0,32.1017802,36.1122232,1.441,3.16,11,8,0.99
20260609_190003,6/9/2026,02:50.0,32.1017923,36.112224,1.353,3.93,11,8,0.99
20260609_190003,6/9/2026,02:51.0,32.1018043,36.1122248,1.319,4.38,11,8,0.99
20260609_190003,6/9/2026,02:52.0,32.1018165,36.1122258,1.34,4.67,11,8,0.99
20260609_190003,6/9/2026,02:53.0,32.101829,36.112227,1.33,3.42,11,8,1.14
20260609_190003,6/9/2026,02:54.0,32.101841,36.1122268,1.322,0.5,11,8,1.14
20260609_190003,6/9/2026,02:55.0,32.1018538,36.1122258,1.374,356.79,11,8,1.14
20260609_190003,6/9/2026,02:56.0,32.1018668,36.1122248,1.406,355.56,11,8,1.14
20260609_190003,6/9/2026,02:57.0,32.1018793,36.1122248,1.325,357.63,11,8,1.14
20260609_190003,6/9/2026,02:58.0,32.101892,36.1122258,1.354,0.16,11,8,1.14
20260609_190003,6/9/2026,02:59.0,32.1019045,36.1122267,1.375,359.63,11,8,1.14
20260609_190003,6/9/2026,03:00.0,32.1019167,36.1122272,1.37,0.87,11,8,1.14
20260609_190003,6/9/2026,03:01.0,32.1019292,36.112228,1.372,2.28,11,8,1.14
20260609_190003,6/9/2026,03:02.0,32.1019417,36.1122302,1.344,6.63,11,8,1.14
20260609_190003,6/9/2026,03:03.0,32.1019533,36.1122332,1.354,10.14,11,8,1.14
20260609_190003,6/9/2026,03:04.0,32.1019645,36.1122393,1.417,18.92,11,8,1.14
20260609_190003,6/9/2026,03:05.0,32.1019722,36.1122493,1.441,34.2,11,8,0.99
20260609_190003,6/9/2026,03:06.0,32.1019772,36.1122632,1.433,48.05,11,8,1.14
20260609_190003,6/9/2026,03:07.0,32.1019805,36.1122782,1.421,58.08,11,8,1.14
20260609_190003,6/9/2026,03:08.0,32.1019815,36.112294,1.491,76.82,11,8,1.14
20260609_190003,6/9/2026,03:09.0,32.1019815,36.11231,1.534,83.92,11,8,1.14
20260609_190003,6/9/2026,03:10.0,32.101982,36.1123267,1.517,86.65,11,8,1.14
20260609_190003,6/9/2026,03:11.0,32.1019813,36.112343,1.523,89.94,11,8,1.14
20260609_190003,6/9/2026,03:12.0,32.1019805,36.1123588,1.518,90.96,11,8,1.14
20260609_190003,6/9/2026,03:13.0,32.10198,36.112374,1.445,90.81,11,8,1.14
20260609_190003,6/9/2026,03:14.0,32.1019797,36.1123885,1.384,89.86,11,8,1.14
20260609_190003,6/9/2026,03:15.0,32.1019795,36.1124038,1.48,89.3,11,8,1.14
20260609_190003,6/9/2026,03:16.0,32.1019795,36.1124188,1.433,90.26,11,8,1.14
20260609_190003,6/9/2026,03:17.0,32.1019795,36.1124343,1.486,90.06,11,8,1.14
20260609_190003,6/9/2026,03:18.0,32.1019792,36.1124493,1.44,89.53,11,8,1.14
20260609_190003,6/9/2026,03:19.0,32.1019795,36.1124643,1.401,89.17,11,8,1.14
20260609_190003,6/9/2026,03:20.0,32.1019795,36.1124787,1.388,89.45,11,8,1.14
20260609_190003,6/9/2026,03:21.0,32.1019792,36.112494,1.463,90.43,11,8,1.14
20260609_190003,6/9/2026,03:22.0,32.1019765,36.1125045,1.311,90.22,11,8,0.99
20260609_190003,6/9/2026,03:23.0,32.1019738,36.1125173,1.439,92.14,11,8,0.99
20260609_190003,6/9/2026,03:24.0,32.1019733,36.1125312,1.435,90.84,11,8,0.99
20260609_190003,6/9/2026,03:25.0,32.1019708,36.1125422,1.445,93.09,11,7,1.27
20260609_190003,6/9/2026,03:26.0,32.10197,36.1125542,1.388,91.63,11,8,1.27
20260609_190003,6/9/2026,03:27.0,32.1019698,36.1125662,1.32,89.31,11,8,1.27
20260609_190003,6/9/2026,03:28.0,32.1019685,36.1125785,1.362,92.04,11,8,1.27
20260609_190003,6/9/2026,03:29.0,32.1019677,36.1125922,1.415,92.04,11,8,1.27
20260609_190003,6/9/2026,03:30.0,32.101968,36.112606,1.431,90.69,11,8,1.27
20260609_190003,6/9/2026,03:31.0,32.1019675,36.1126188,1.364,91.02,11,8,1.27
20260609_190003,6/9/2026,03:32.0,32.101968,36.1126322,1.347,89.2,11,7,1.27
20260609_190003,6/9/2026,03:33.0,32.1019682,36.1126455,1.317,90.52,11,7,1.27
20260609_190003,6/9/2026,03:34.0,32.1019683,36.1126593,1.366,90.65,11,7,1.27
20260609_190003,6/9/2026,03:35.0,32.101968,36.1126735,1.392,92.92,11,7,1.27
20260609_190003,6/9/2026,03:36.0,32.1019672,36.1126883,1.434,94.27,11,7,1.27
20260609_190003,6/9/2026,03:37.0,32.1019668,36.1127033,1.453,92.63,11,7,1.27
20260609_190003,6/9/2026,03:38.0,32.101967,36.112718,1.432,91.58,11,7,1.27
20260609_190003,6/9/2026,03:39.0,32.1019673,36.1127323,1.384,89.96,11,8,1.27
20260609_190003,6/9/2026,03:40.0,32.1019682,36.1127465,1.342,88.11,11,8,1.27
20260609_190003,6/9/2026,03:41.0,32.1019697,36.1127615,1.471,85.92,11,8,1.27
20260609_190003,6/9/2026,03:42.0,32.1019708,36.1127772,1.503,86.36,11,8,1.27
20260609_190003,6/9/2026,03:43.0,32.1019713,36.1127918,1.402,86.68,11,8,1.27
20260609_190003,6/9/2026,03:44.0,32.101972,36.112806,1.381,86.92,11,8,1.27
20260609_190003,6/9/2026,03:45.0,32.1019728,36.1128205,1.396,86.44,11,8,0.99
20260609_190003,6/9/2026,03:46.0,32.1019722,36.112835,1.44,90.91,11,8,0.99
20260609_190003,6/9/2026,03:47.0,32.1019707,36.1128497,1.434,92.17,11,8,0.99
20260609_190003,6/9/2026,03:48.0,32.1019697,36.1128637,1.378,92.94,11,8,1.27
20260609_190003,6/9/2026,03:49.0,32.101968,36.1128778,1.405,94.66,11,8,1.27
20260609_190003,6/9/2026,03:50.0,32.1019673,36.1128922,1.381,93.84,11,8,1.27
20260609_190003,6/9/2026,03:51.0,32.1019673,36.112907,1.436,91.43,11,8,1.27
20260609_190003,6/9/2026,03:52.0,32.101967,36.112922,1.439,91.13,11,8,1.27
20260609_190003,6/9/2026,03:53.0,32.1019667,36.1129377,1.477,91.23,11,8,1.27
20260609_190003,6/9/2026,03:54.0,32.1019668,36.1129528,1.428,88.77,11,8,1.27
20260609_190003,6/9/2026,03:55.0,32.1019675,36.1129682,1.426,87.51,11,8,1.27
20260609_190003,6/9/2026,03:56.0,32.101968,36.112983,1.428,87.6,11,8,1.27
20260609_190003,6/9/2026,03:57.0,32.101968,36.1129973,1.374,88.98,11,8,1.27
20260609_190003,6/9/2026,03:58.0,32.101967,36.113012,1.409,92.13,11,8,1.27
20260609_190003,6/9/2026,03:59.0,32.1019647,36.1130265,1.392,96.14,11,8,1.27
20260609_190003,6/9/2026,04:00.0,32.1019635,36.1130413,1.37,93.52,11,8,1.27
20260609_190003,6/9/2026,04:01.0,32.1019637,36.1130555,1.316,90.35,11,8,1.27
20260609_190003,6/9/2026,04:02.0,32.1019632,36.1130697,1.363,93.61,11,8,1.27
20260609_190003,6/9/2026,04:03.0,32.1019627,36.113084,1.329,91.94,11,8,1.27
20260609_190003,6/9/2026,04:04.0,32.101963,36.1130982,1.399,90.63,11,8,1.27
20260609_190003,6/9/2026,04:05.0,32.1019632,36.113113,1.394,89.39,11,8,1.27
20260609_190003,6/9/2026,04:06.0,32.1019628,36.1131272,1.293,89.81,11,8,1.27
20260609_190003,6/9/2026,04:07.0,32.1019622,36.1131412,1.263,91.14,11,8,1.27
20260609_190003,6/9/2026,04:08.0,32.1019608,36.1131553,1.363,92.77,11,8,1.27
20260609_190003,6/9/2026,04:09.0,32.1019595,36.11317,1.414,93.29,11,8,1.27
20260609_190003,6/9/2026,04:10.0,32.1019587,36.1131848,1.434,92.9,11,8,1.27
20260609_190003,6/9/2026,04:11.0,32.1019582,36.1131998,1.435,91.98,11,7,1.27
20260609_190003,6/9/2026,04:12.0,32.1019578,36.1132148,1.409,90.43,11,8,1.27
20260609_190003,6/9/2026,04:13.0,32.1019577,36.1132297,1.38,89.98,11,8,1.27
20260609_190003,6/9/2026,04:14.0,32.1019572,36.1132442,1.34,90.08,11,8,1.27
20260609_190003,6/9/2026,04:15.0,32.101957,36.1132578,1.323,89.08,11,8,1.27
20260609_190003,6/9/2026,04:16.0,32.1019572,36.113272,1.382,88.67,11,8,1.27
20260609_190003,6/9/2026,04:17.0,32.1019567,36.1132863,1.383,89.12,11,8,1.27
20260609_190003,6/9/2026,04:18.0,32.1019558,36.1133008,1.337,91.26,11,8,1.27
20260609_190003,6/9/2026,04:19.0,32.1019543,36.1133143,1.31,92.85,11,8,1.27
20260609_190003,6/9/2026,04:20.0,32.1019527,36.1133275,1.276,95.47,11,8,1.27
20260609_190003,6/9/2026,04:21.0,32.1019505,36.1133427,1.371,94.77,11,8,1.14
20260609_190003,6/9/2026,04:22.0,32.1019497,36.113356,1.265,94.36,11,8,1.27
20260609_190003,6/9/2026,04:23.0,32.101949,36.11337,1.341,92.38,11,8,0.99
20260609_190003,6/9/2026,04:24.0,32.1019478,36.1133838,1.27,92.08,11,8,0.99
20260609_190003,6/9/2026,04:25.0,32.1019457,36.1133977,1.31,96.51,11,8,0.99
20260609_190003,6/9/2026,04:26.0,32.1019395,36.1134108,1.39,111.68,11,8,0.99
20260609_190003,6/9/2026,04:27.0,32.1019307,36.113421,1.325,123.71,11,8,0.99
20260609_190003,6/9/2026,04:28.0,32.10192,36.1134283,1.341,130.35,11,8,1.24
20260609_190003,6/9/2026,04:29.0,32.1019095,36.1134313,1.189,157.97,11,8,1.14
20260609_190003,6/9/2026,04:30.0,32.1018978,36.1134313,1.248,175.7,11,8,0.99
20260609_190003,6/9/2026,04:31.0,32.1018862,36.1134313,1.191,178.99,11,8,0.99
20260609_190003,6/9/2026,04:32.0,32.1018757,36.1134323,1.148,180.28,11,8,0.99
20260609_190003,6/9/2026,04:33.0,32.1018653,36.1134328,1.065,179.12,11,8,0.99
20260609_190003,6/9/2026,04:34.0,32.1018538,36.1134337,1.269,177.66,11,8,0.99
20260609_190003,6/9/2026,04:35.0,32.1018417,36.1134347,1.289,176.58,11,8,0.99
20260609_190003,6/9/2026,04:36.0,32.101829,36.1134347,1.322,179,11,8,0.99
20260609_190003,6/9/2026,04:37.0,32.101815,36.1134337,1.339,181.9,11,8,0.99
20260609_190003,6/9/2026,04:38.0,32.1018027,36.113432,1.252,181.86,11,8,0.99
20260609_190003,6/9/2026,04:39.0,32.1017915,36.113431,1.192,182.15,11,8,1.27
20260609_190003,6/9/2026,04:40.0,32.1017792,36.1134302,1.409,183.9,11,8,0.99
20260609_190003,6/9/2026,04:41.0,32.1017658,36.1134298,1.424,182.13,11,8,0.99
20260609_190003,6/9/2026,04:42.0,32.1017518,36.1134277,1.328,182.57,11,8,0.99
20260609_190003,6/9/2026,04:43.0,32.10174,36.1134272,1.263,180.31,11,8,1.27
20260609_190003,6/9/2026,04:44.0,32.1017263,36.1134262,1.391,181.81,11,8,0.99
20260609_190003,6/9/2026,04:45.0,32.1017125,36.1134252,1.324,182.17,11,8,0.99
20260609_190003,6/9/2026,04:46.0,32.1016988,36.1134252,1.358,178.8,11,8,0.99
20260609_190003,6/9/2026,04:47.0,32.101686,36.1134247,1.325,179.14,11,8,0.99
20260609_190003,6/9/2026,04:48.0,32.1016742,36.1134238,1.358,180.81,11,8,1.27
20260609_190003,6/9/2026,04:49.0,32.1016627,36.1134228,1.383,181.68,11,8,1.27
20260609_190003,6/9/2026,04:50.0,32.1016502,36.1134213,1.302,183.6,11,8,0.99
20260609_190003,6/9/2026,04:51.0,32.1016375,36.1134197,1.369,183.57,11,8,0.99
20260609_190003,6/9/2026,04:52.0,32.101625,36.113419,1.303,181.78,11,8,0.99
20260609_190003,6/9/2026,04:53.0,32.101612,36.1134182,1.366,181.78,11,8,0.99
20260609_190003,6/9/2026,04:54.0,32.1015988,36.1134172,1.412,182.43,11,8,0.99
20260609_190003,6/9/2026,04:55.0,32.1015862,36.1134163,1.344,182.6,11,8,0.99
20260609_190003,6/9/2026,04:56.0,32.1015737,36.1134155,1.245,182.45,11,8,0.99
20260609_190003,6/9/2026,04:57.0,32.1015612,36.1134157,1.288,180.37,11,8,0.99
20260609_190003,6/9/2026,04:58.0,32.101548,36.1134158,1.399,179.59,11,8,0.99
20260609_190003,6/9/2026,04:59.0,32.1015347,36.1134152,1.381,181.93,11,8,0.99
